Ranking,Jugador,Equipo,Total,Posicion
1,Guzmán ,Tigres,2070,Portero
1,Rodolfo Cota ,León FC,2070,Portero
2,Luis Montes ,León FC,2045,Centrocampista
3,Andrés Mosquera ,León FC,1979,Defensa
4,Luis Rodríguez ,Tigres,1970,Centrocampista
5,Navarro ,León FC,1962,Defensa
6,José Rodríguez ,León FC,1935,Centrocampista
7,William Tesillo ,León FC,1907,Defensa
8,Marchesín ,América,1890,Portero
9,Guido Rodríguez ,América,1886,Centrocampista
10,Ángel Mena ,León FC,1882,Centrocampista
11,Hugo González ,Necaxa,1710,Portero
11,Julián Velázquez ,Xolos,1710,Defensa
11,Alfonso Blanco ,Pachuca,1710,Portero
11,Alexis Peña ,Necaxa,1710,Defensa
11,Corona ,Cruz Azul,1710,Portero
11,Raúl López ,Pachuca,1710,Defensa
11,Guido Pizarro ,Tigres,1710,Centrocampista
12,Julio Dominguez ,Cruz Azul,1702,Defensa
13,Paul Aguilar ,América,1686,Defensa
