Ranking,Jugador,Equipo,Total,Posicion
1,Caraglio ,Cruz Azul,12,Delantero
1,Ángel Mena ,León FC,12,Centrocampista
2,Brian Fernández ,Necaxa,11,Centrocampista
3,Rogelio Funes Mori ,Rayados,10,Delantero
4,José Macías ,León FC,9,Delantero
5,Gignac ,Tigres,8,Delantero
5,Bou ,Xolos,8,Delantero
6,Leonardo Ramos ,Lobos BUAP,7,Delantero
6,Franco Jara ,Pachuca,7,Delantero
7,Miller Bolaños ,Xolos,6,Centrocampista
7,Ulloa ,Pachuca,6,Delantero
8,Carlos González ,Pumas,5,Delantero
8,Edison Flores ,Monarcas,5,Centrocampista
8,Alexis Canelo ,Toluca,5,Delantero
8,Camilo Sanvezzo ,Gallos Blancos,5,Delantero
8,Felipe Mora ,Pumas,5,Delantero
8,Lucas Cavallini ,Puebla,5,Delantero
9,Henry Martin ,América,4,Delantero
9,Jean Meneses ,León FC,4,Centrocampista
9,Vargas ,Tigres,4,Delantero
