Ranking,Jugador,Equipo,Total,Posicion
1,Franco Jara ,Pachuca,16,Delantero
2,Brian Fernández ,Necaxa,13,Centrocampista
3,Alan Pulido ,Chivas,12,Delantero
4,Caraglio ,Cruz Azul,11,Delantero
4,Bou ,Xolos,11,Delantero
5,Gignac ,Tigres,9,Delantero
5,Leonardo Ramos ,Lobos BUAP,9,Delantero
5,Kazim-Richards ,Veracruz,9,Delantero
6,Alustiza ,Puebla,8,Delantero
6,Angel Sepúlveda ,Necaxa,8,Centrocampista
7,Rogelio Funes Mori ,Rayados,7,Delantero
7,Javier Correa ,Santos Laguna,7,Delantero
7,Camilo Sanvezzo ,Gallos Blancos,7,Delantero
7,Gigliotti ,Toluca,7,Delantero
8,Ulloa ,Pachuca,6,Delantero
8,Ángel Mena ,León FC,6,Centrocampista
8,Miguel Sansores ,Monarcas,6,Delantero
8,Gastón Lezcano ,Monarcas,6,Centrocampista
8,Hernán Burbano ,Atlas,6,Centrocampista
9,Walter González ,León FC,5,Delantero
