Ranking,Jugador,Equipo,Total,Posicion
1,Guido Rodríguez ,América,29,Centrocampista
2,Avilés Hurtado ,Rayados,26,Centrocampista
2,Luis Rodríguez ,Tigres,26,Centrocampista
3,Nahuelpan ,Xolos,23,Delantero
4,Rodrigo Contreras ,Necaxa,22,Delantero
4,José Rodríguez ,León FC,22,Centrocampista
5,Jorge Hernández ,Pachuca,21,Centrocampista
5,Mateus Uribe ,América,21,Centrocampista
6,Jesús Molina ,Chivas,20,Centrocampista
6,Vladimir Loroña ,Puebla,20,Defensa
7,Paul Aguilar ,América,19,Defensa
7,Luis Quiñónes ,Tigres,19,Delantero
8,Leonel Vangioni ,Rayados,18,Defensa
9,Miller Bolaños ,Xolos,17,Centrocampista
9,Ignacio Rivero ,Xolos,17,Centrocampista
9,Josecarlos Van Rankin ,Chivas,17,Defensa
10,Ángel Mena ,León FC,16,Centrocampista
10,Víctor Guzmán ,Pachuca,16,Centrocampista
10,Irving Zurita ,Atlas,16,Defensa
10,Guido Pizarro ,Tigres,16,Centrocampista
