Ranking,Jugador,Equipo,Total,Posicion
1,Guido Rodríguez ,América,165,Centrocampista
2,Luis Montes ,León FC,147,Centrocampista
3,Lucas Cavallini ,Puebla,146,Delantero
3,Luis Quiñónes ,Tigres,146,Delantero
4,William Tesillo ,León FC,142,Defensa
5,Carlos González ,Pumas,126,Delantero
6,Paul Aguilar ,América,123,Defensa
7,Ibarra,América,118,Centrocampista
7,Isaac Brizuela ,Chivas,118,Centrocampista
8,Luis Rodríguez ,Tigres,116,Centrocampista
8,Alan Mozo ,Pumas,116,Defensa
9,Ignacio Rivero ,Xolos,112,Centrocampista
9,Nahuelpan ,Xolos,112,Delantero
10,Ángel Mena ,León FC,111,Centrocampista
10,Navarro ,León FC,111,Defensa
11,José Rodríguez ,León FC,108,Centrocampista
11,Pablo Aguilar ,Cruz Azul,108,Defensa
12,Víctor Guzmán ,Pachuca,106,Centrocampista
13,Jesús Molina ,Chivas,105,Centrocampista
13,Edson Álvarez ,América,105,Defensa
