Ranking,Jugador,Equipo,Total,Posicion
1,Guzmán ,Tigres,204,Portero
2,Rodolfo Cota ,León FC,184,Portero
3,Guido Rodríguez ,América,177,Centrocampista
4,Hugo González ,Necaxa,173,Portero
5,Marchesín ,América,170,Portero
6,Nicolás Vikonis ,Puebla,163,Portero
7,Alfredo Saldívar ,Pumas,162,Portero
8,Corona ,Cruz Azul,160,Portero
9,Marcelo Barovero ,Rayados,152,Portero
9,Rafael Carioca ,Tigres,152,Centrocampista
10,Toño Rodríguez ,Lobos BUAP,145,Portero
11,Talavera ,Toluca,142,Portero
12,Luis Montes ,León FC,141,Centrocampista
13,Jorge Hernández ,Pachuca,136,Centrocampista
14,Diego Valdés ,Santos Laguna,135,Centrocampista
14,Gallegos ,Necaxa,135,Centrocampista
15,Alfonso Blanco ,Pachuca,131,Portero
15,Jonathan Orozco ,Santos Laguna,131,Portero
16,José Hernández ,Atlas,130,Portero
17,Fernando Gonzalez ,Necaxa,129,Centrocampista
