Ranking,Jugador,Equipo,Total,Posicion
1,Luis Quiñónes ,Tigres,306,Delantero
2,Lucas Cavallini ,Puebla,304,Delantero
3,Luis Montes ,León FC,276,Centrocampista
4,Guido Rodríguez ,América,275,Centrocampista
5,William Tesillo ,León FC,255,Defensa
6,Carlos González ,Pumas,252,Delantero
7,Nahuelpan ,Xolos,246,Delantero
8,Ignacio Rivero ,Xolos,233,Centrocampista
9,Luis Rodríguez ,Tigres,230,Centrocampista
10,Ibarra,América,225,Centrocampista
11,Julio César ,Santos Laguna,221,Delantero
12,Ángel Mena ,León FC,218,Centrocampista
13,Navarro ,León FC,217,Defensa
14,Isaac Brizuela ,Chivas,216,Centrocampista
15,Víctor Guzmán ,Pachuca,213,Centrocampista
15,Enner Valencia ,Tigres,213,Delantero
16,Alan Mozo ,Pumas,209,Defensa
17,Rodrigo Contreras ,Necaxa,204,Delantero
18,Juan Vigon ,Atlas,202,Centrocampista
18,José Rodríguez ,León FC,202,Centrocampista
