Ranking,Jugador,Equipo,Total,Posicion
1,Ibarra,América,29,Centrocampista
2,Jesus Isijara ,Atlas,22,Delantero
3,Edwin Cardona ,Pachuca,21,Centrocampista
4,Luis Montes ,León FC,20,Centrocampista
5,Jean Meneses ,León FC,18,Centrocampista
5,Maximiliano Meza ,Rayados,18,Centrocampista
5,Alan Mozo ,Pumas,18,Defensa
5,Isaac Brizuela ,Chivas,18,Centrocampista
5,Luis Quiñónes ,Tigres,18,Delantero
5,Felipe Pardo ,Toluca,18,Delantero
6,Brian Lozano ,Santos Laguna,17,Centrocampista
6,Víctor Guzmán ,Pachuca,17,Centrocampista
6,Enner Valencia ,Tigres,17,Delantero
6,Franco Jara ,Pachuca,17,Delantero
7,Osvaldo Martínez ,Atlas,16,Centrocampista
7,Víctor Malcorra ,Pumas,16,Centrocampista
7,Brian Fernández ,Necaxa,16,Centrocampista
8,Aquino ,Tigres,15,Centrocampista
8,Ángel Mena ,León FC,15,Centrocampista
8,Camilo Sanvezzo ,Gallos Blancos,15,Delantero
