Ranking,Jugador,Equipo,Total,Posicion
1,Nahuelpan ,Xolos,44,Delantero
2,Luis Quiñónes ,Tigres,43,Delantero
3,Guido Rodríguez ,América,42,Centrocampista
3,Luis Rodríguez ,Tigres,42,Centrocampista
4,Rodrigo Contreras ,Necaxa,39,Delantero
4,Lucas Cavallini ,Puebla,39,Delantero
5,Jesús Molina ,Chivas,35,Centrocampista
5,Ángel Mena ,León FC,35,Centrocampista
5,Ventura Alvarado ,Necaxa,35,Defensa
6,Kazim-Richards ,Veracruz,34,Delantero
7,José Rodríguez ,León FC,33,Centrocampista
8,Miller Bolaños ,Xolos,32,Centrocampista
8,Avilés Hurtado ,Rayados,32,Centrocampista
8,Jorge Hernández ,Pachuca,32,Centrocampista
8,Irving Zurita ,Atlas,32,Defensa
9,Víctor Guzmán ,Pachuca,31,Centrocampista
9,Michaell Chirinos ,Lobos BUAP,31,Delantero
10,Caraglio ,Cruz Azul,30,Delantero
10,Franco Jara ,Pachuca,30,Delantero
11,Bruno Valdez ,América,29,Defensa
