Ranking,Jugador,Equipo,Total,Posicion
1,Ibarra,América,62,Centrocampista
2,Luis Montes ,León FC,57,Centrocampista
3,Edwin Cardona ,Pachuca,55,Centrocampista
4,Osvaldo Martínez ,Atlas,50,Centrocampista
5,Dorlan Pabón ,Rayados,44,Delantero
6,Edison Flores ,Monarcas,42,Centrocampista
7,Ángel Mena ,León FC,40,Centrocampista
8,Brian Fernández ,Necaxa,39,Centrocampista
9,Brian Lozano ,Santos Laguna,38,Centrocampista
9,Rafael Carioca ,Tigres,38,Centrocampista
10,Luis Quiñónes ,Tigres,36,Delantero
11,Víctor Malcorra ,Pumas,35,Centrocampista
12,Diego Valdés ,Santos Laguna,34,Centrocampista
13,Abraham ,Lobos BUAP,33,Centrocampista
13,Yoshimar Yotún ,Cruz Azul,33,Centrocampista
13,Barrera ,Pumas,33,Delantero
14,Omar Fernández ,Puebla,32,Delantero
15,Víctor Guzmán ,Pachuca,30,Centrocampista
16,Miller Bolaños ,Xolos,29,Centrocampista
16,Bou ,Xolos,29,Delantero
