Ranking,Jugador,Equipo,Total,Posicion
1,Ángel Mena ,León FC,14,Centrocampista
2,Caraglio ,Cruz Azul,12,Delantero
2,Brian Fernández ,Necaxa,12,Centrocampista
3,Rogelio Funes Mori ,Rayados,11,Delantero
4,José Macías ,León FC,10,Delantero
4,Bou ,Xolos,10,Delantero
5,Gignac ,Tigres,9,Delantero
6,Leonardo Ramos ,Lobos BUAP,8,Delantero
7,Miller Bolaños ,Xolos,7,Centrocampista
7,Franco Jara ,Pachuca,7,Delantero
8,Ulloa ,Pachuca,6,Delantero
8,Alexis Canelo ,Toluca,6,Delantero
8,Julio César ,Santos Laguna,6,Delantero
8,Edwin Cardona ,Pachuca,6,Centrocampista
9,Vargas ,Tigres,5,Delantero
9,Carlos González ,Pumas,5,Delantero
9,Cristian Calderón ,Necaxa,5,Defensa
9,Roger Martínez ,América,5,Delantero
9,Edison Flores ,Monarcas,5,Centrocampista
9,Castillo ,América,5,Delantero
