Ranking,Jugador,Equipo,Total,Posicion
1,Luis Montes ,León FC,1799,Centrocampista
2,William Tesillo ,León FC,1712,Defensa
3,Luis Rodríguez ,Tigres,1582,Centrocampista
4,Navarro ,León FC,1431,Defensa
5,José Rodríguez ,León FC,1385,Centrocampista
6,Rafael Carioca ,Tigres,1346,Centrocampista
7,Edwin Cardona ,Pachuca,1324,Centrocampista
8,Víctor Guzmán ,Pachuca,1299,Centrocampista
9,Guido Pizarro ,Tigres,1287,Centrocampista
10,Abraham ,Lobos BUAP,1227,Centrocampista
11,Guido Rodríguez ,América,1200,Centrocampista
12,Andrés Mosquera ,León FC,1165,Defensa
13,Jorge Hernández ,Pachuca,1161,Centrocampista
14,Paul Aguilar ,América,1156,Defensa
15,Diego Valdés ,Santos Laguna,1138,Centrocampista
16,Hugo Ayala ,Tigres,1137,Defensa
16,Luis Fuentes ,Xolos,1137,Defensa
17,Osvaldo Martínez ,Atlas,1126,Centrocampista
18,Ángel Mena ,León FC,1111,Centrocampista
19,Ibarra,América,1090,Centrocampista
