Ranking,Jugador,Equipo,Total,Posicion
1,Javier Güemez ,Gallos Blancos,10,Centrocampista
1,Alexis Pérez ,Gallos Blancos,10,Defensa
2,Jaime Gómez ,Gallos Blancos,9,Centrocampista
2,Camilo Sanvezzo ,Gallos Blancos,9,Delantero
3,Sebastián Vegas ,Monarcas,8,Defensa
3,Luis Romo ,Gallos Blancos,8,Defensa
4,Rodrigo Millar ,Monarcas,7,Centrocampista
4,Aldo Rocha ,Monarcas,7,Centrocampista
4,Gabriel Achilier ,Monarcas,7,Defensa
4,Edison Flores ,Monarcas,7,Centrocampista
4,Efraín Velarde ,Monarcas,7,Defensa
5,Abraham ,Lobos BUAP,6,Centrocampista
5,Diego Novaretti ,Gallos Blancos,6,Defensa
5,Mario Osuna ,Monarcas,6,Centrocampista
5,Aldo Cruz ,Lobos BUAP,6,Defensa
5,George Corral ,Gallos Blancos,6,Defensa
5,Aké Arnaud Loba ,Gallos Blancos,6,Delantero
5,Maza Rodríguez ,Lobos BUAP,6,Defensa
5,Toño Rodríguez ,Lobos BUAP,6,Portero
5,Gil Alcalá ,Gallos Blancos,6,Portero
