Ranking,Jugador,Equipo,Total,Posicion
1,Carlos González ,Pumas,81,Delantero
2,Julio César ,Santos Laguna,75,Delantero
3,Lucas Cavallini ,Puebla,69,Delantero
4,Miguel Sansores ,Monarcas,54,Delantero
5,Felipe Mora ,Pumas,52,Delantero
6,Caraglio ,Cruz Azul,51,Delantero
7,Alexis Peña ,Necaxa,45,Defensa
7,Nahuelpan ,Xolos,45,Delantero
8,Sebastián Vegas ,Monarcas,43,Defensa
8,Cristian Menéndez ,Veracruz,43,Delantero
9,Carlos Ferreira ,Monarcas,42,Delantero
10,Edson Álvarez ,América,41,Defensa
11,Leonardo Ramos ,Lobos BUAP,40,Delantero
11,Eduardo Herrera ,Necaxa,40,Delantero
12,Oscar Murillo ,Pachuca,39,Defensa
12,Igor Lichnovsky ,Cruz Azul,39,Defensa
12,Facundo Barceló ,Atlas,39,Delantero
12,Jesús Zavala ,Puebla,39,Centrocampista
13,Henry Martin ,América,38,Delantero
13,Hiram Mier ,Chivas,38,Defensa
