Ranking,Jugador,Equipo,Total,Posicion
1,Luis Quiñónes ,Tigres,160,Delantero
2,Lucas Cavallini ,Puebla,158,Delantero
3,Nahuelpan ,Xolos,134,Delantero
4,Luis Montes ,León FC,129,Centrocampista
5,Carlos González ,Pumas,126,Delantero
6,Ignacio Rivero ,Xolos,121,Centrocampista
7,Rodrigo Contreras ,Necaxa,119,Delantero
7,Julio César ,Santos Laguna,119,Delantero
8,Luis Rodríguez ,Tigres,114,Centrocampista
9,William Tesillo ,León FC,113,Defensa
10,Enner Valencia ,Tigres,111,Delantero
11,Guido Rodríguez ,América,110,Centrocampista
12,Angel Sepúlveda ,Necaxa,108,Centrocampista
13,Ángel Mena ,León FC,107,Centrocampista
13,Ibarra,América,107,Centrocampista
13,Víctor Guzmán ,Pachuca,107,Centrocampista
13,Bou ,Xolos,107,Delantero
14,Miller Bolaños ,Xolos,106,Centrocampista
14,Roberto Alvarado ,Cruz Azul,106,Centrocampista
14,Campbell ,León FC,106,Delantero
