Ranking,Jugador,Equipo,Total,Posicion
1,Lucas Cavallini ,Puebla,84,Delantero
2,Carlos González ,Pumas,83,Delantero
3,Julio César ,Santos Laguna,76,Delantero
4,Caraglio ,Cruz Azul,70,Delantero
5,Pablo Aguilar ,Cruz Azul,64,Defensa
6,Oscar Murillo ,Pachuca,56,Defensa
7,Bruno Valdez ,América,55,Defensa
7,Nervo ,Santos Laguna,55,Defensa
8,Omar González ,Atlas,54,Defensa
9,Cristian Menéndez ,Veracruz,53,Delantero
10,Gabriel Achilier ,Monarcas,52,Defensa
10,Nahuelpan ,Xolos,52,Delantero
11,William Tesillo ,León FC,51,Defensa
12,Jesús Molina ,Chivas,50,Centrocampista
13,Alexis Peña ,Necaxa,49,Defensa
13,Miguel Sansores ,Monarcas,49,Delantero
13,César Montes ,Rayados,49,Defensa
14,Rogelio Funes Mori ,Rayados,46,Delantero
15,Jaine Barreiro ,Pachuca,45,Defensa
15,Luis Romo ,Gallos Blancos,45,Defensa
