Ranking,Jugador,Equipo,Total,Posicion
1,Isaac Brizuela ,Chivas,56,Centrocampista
2,Luis Quiñónes ,Tigres,53,Delantero
3,Ibarra,América,48,Centrocampista
4,Maximiliano Meza ,Rayados,36,Centrocampista
5,Bou ,Xolos,35,Delantero
6,Roberto Alvarado ,Cruz Azul,34,Centrocampista
6,Andrés Ibargüen ,América,34,Centrocampista
6,Raúl López ,Pachuca,34,Defensa
6,Fabian Castillo ,Xolos,34,Centrocampista
7,Ángel Mena ,León FC,33,Centrocampista
7,Edwin Cardona ,Pachuca,33,Centrocampista
8,Enner Valencia ,Tigres,32,Delantero
9,Brian Lozano ,Santos Laguna,31,Centrocampista
10,Campbell ,León FC,29,Delantero
10,Alan Mozo ,Pumas,29,Defensa
11,Iturbe ,Pumas,28,Delantero
11,Alan Pulido ,Chivas,28,Delantero
12,Luis Rodríguez ,Tigres,27,Centrocampista
12,Barrera ,Pumas,27,Delantero
13,Jean Meneses ,León FC,24,Centrocampista
