Ranking,Jugador,Equipo,Total,Posicion
1,William Tesillo ,León FC,237,Defensa
2,Marchesín ,América,213,Portero
3,Nicolás Vikonis ,Puebla,206,Portero
4,Osvaldo Martínez ,Atlas,198,Centrocampista
5,Edwin Cardona ,Pachuca,192,Centrocampista
6,Luis Montes ,León FC,188,Centrocampista
7,Alfredo Saldívar ,Pumas,177,Portero
8,Fernando Gonzalez ,Necaxa,175,Centrocampista
9,Toño Rodríguez ,Lobos BUAP,160,Portero
9,Jonathan Orozco ,Santos Laguna,160,Portero
10,Jaine Barreiro ,Pachuca,155,Defensa
10,Luis Rodríguez ,Tigres,155,Centrocampista
11,Víctor Guzmán ,Pachuca,154,Centrocampista
12,Paul Aguilar ,América,153,Defensa
13,Sebastián Jurado ,Veracruz,151,Portero
14,Marcelo Barovero ,Rayados,148,Portero
15,Guido Rodríguez ,América,147,Centrocampista
15,Ibarra,América,147,Centrocampista
16,Hugo González ,Necaxa,143,Portero
16,Rodolfo Cota ,León FC,143,Portero
