Ranking,Jugador,Equipo,Total,Posicion
1,Yairo Moreno ,León FC,12,Centrocampista
2,Oscar Macías ,Lobos BUAP,11,Centrocampista
3,Ronaldo Cisneros ,Chivas,10,Delantero
3,Cauteruccio ,Cruz Azul,10,Delantero
3,David Cabrera ,Pumas,10,Centrocampista
3,Antonio López ,América,10,Delantero
3,Erick Castillo ,Xolos,10,Centrocampista
4,Luis Madrigal ,Chivas,9,Delantero
4,Luis Chavez ,Xolos,9,Centrocampista
4,Jonathan Rodríguez ,Cruz Azul,9,Delantero
5,Lucas Zelarrayán ,Tigres,8,Centrocampista
5,Víctor Ismael Sosa ,Pachuca,8,Delantero
5,Vargas ,Tigres,8,Delantero
5,Martín Rodríguez ,Pumas,8,Centrocampista
5,Iturbe ,Pumas,8,Delantero
5,Maximiliano Meza ,Rayados,8,Centrocampista
5,Rodolfo Vilchis ,Monarcas,8,Centrocampista
5,Facundo Castro ,Necaxa,8,Centrocampista
5,Deiner Quiñónez ,Santos Laguna,8,Centrocampista
5,Aké Arnaud Loba ,Gallos Blancos,8,Delantero
