Ranking,Jugador,Equipo,Total,Posicion
1,Luis Quiñónes ,Tigres,135,Delantero
2,Luis Montes ,León FC,114,Centrocampista
3,Luis Rodríguez ,Tigres,102,Centrocampista
4,Ángel Mena ,León FC,101,Centrocampista
5,Bou ,Xolos,97,Delantero
6,Ibarra,América,94,Centrocampista
7,Miller Bolaños ,Xolos,92,Centrocampista
7,Rodrigo Contreras ,Necaxa,92,Delantero
8,Ignacio Rivero ,Xolos,91,Centrocampista
9,Nahuelpan ,Xolos,89,Delantero
9,Lucas Cavallini ,Puebla,89,Delantero
10,Navarro ,León FC,88,Defensa
11,Roberto Alvarado ,Cruz Azul,87,Centrocampista
12,William Tesillo ,León FC,86,Defensa
13,Guido Rodríguez ,América,85,Centrocampista
13,Campbell ,León FC,85,Delantero
14,Jesus Isijara ,Atlas,83,Delantero
15,Jean Meneses ,León FC,82,Centrocampista
15,Avilés Hurtado ,Rayados,82,Centrocampista
15,Fernando Gonzalez ,Necaxa,82,Centrocampista
