Ranking,Jugador,Equipo,Total,Posicion
1,Sebastián Jurado ,Veracruz,30,Portero
2,Abraham ,Lobos BUAP,28,Centrocampista
2,Aldo Cruz ,Lobos BUAP,28,Defensa
2,Alfonso Blanco ,Pachuca,28,Portero
2,Maza Rodríguez ,Lobos BUAP,28,Defensa
2,Raúl López ,Pachuca,28,Defensa
3,Oscar Murillo ,Pachuca,27,Defensa
3,Jesús Paganoni ,Veracruz,27,Defensa
4,Bryan Rabello ,Lobos BUAP,26,Centrocampista
4,Víctor Guzmán ,Pachuca,26,Centrocampista
4,Jorge Hernández ,Pachuca,26,Centrocampista
4,Sebas Rodríguez ,Veracruz,26,Centrocampista
4,Franco Jara ,Pachuca,26,Delantero
5,Edwin Cardona ,Pachuca,25,Centrocampista
6,Edson García ,Veracruz,24,Defensa
6,Michaell Chirinos ,Lobos BUAP,24,Delantero
7,Jaine Barreiro ,Pachuca,23,Defensa
7,Sebastián Vegas ,Monarcas,23,Defensa
7,José Hernández ,Atlas,23,Portero
7,Osvaldo Martínez ,Atlas,23,Centrocampista
