Ranking,Jugador,Equipo,Total,Posicion
1,Andrés Andrade ,Atlas,2,Centrocampista
1,Avilés Hurtado ,Rayados,2,Centrocampista
2,Víctor Velázquez ,Lobos BUAP,1,Defensa
2,Rodrigo Lopez ,Veracruz,1,Centrocampista
2,Guido Rodríguez ,América,1,Centrocampista
2,Daniel Villalva ,Gallos Blancos,1,Delantero
2,José Macías ,León FC,1,Delantero
2,Jesús Molina ,Chivas,1,Centrocampista
2,Nicolás Sánchez ,Rayados,1,Defensa
2,Roberto Meraz ,Monarcas,1,Centrocampista
2,Alan Acosta ,Puebla,1,Centrocampista
2,Leonel Vangioni ,Rayados,1,Defensa
2,Lampros Kotogiannis ,Veracruz,1,Defensa
2,Víctor Milke ,Gallos Blancos,1,Defensa
2,Fernando Tobio ,Toluca,1,Defensa
2,Gabriel Achilier ,Monarcas,1,Defensa
2,Christian Tabó ,Puebla,1,Delantero
2,Ernesto Vega ,Chivas,1,Delantero
2,Bruno Valdez ,América,1,Defensa
2,Andrés Mosquera ,León FC,1,Defensa
