Ranking,Jugador,Equipo,Total,Posicion
1,Sebastián Vegas ,Monarcas,6,Defensa
1,Mario Osuna ,Monarcas,6,Centrocampista
1,Gabriel Achilier ,Monarcas,6,Defensa
2,Rodrigo Millar ,Monarcas,5,Centrocampista
2,Edison Flores ,Monarcas,5,Centrocampista
3,Abraham ,Lobos BUAP,4,Centrocampista
3,Guido Rodríguez ,América,4,Centrocampista
3,Luis Montes ,León FC,4,Centrocampista
3,Aldo Rocha ,Monarcas,4,Centrocampista
3,Carlos González ,Pumas,4,Delantero
3,Carlos Ferreira ,Monarcas,4,Delantero
3,Talavera ,Toluca,4,Portero
3,Aldo Cruz ,Lobos BUAP,4,Defensa
3,Paul Aguilar ,América,4,Defensa
3,William Tesillo ,León FC,4,Defensa
3,Marchesín ,América,4,Portero
3,Rodolfo Cota ,León FC,4,Portero
3,Andrés Iniestra ,Pumas,4,Centrocampista
3,Ángel Mena ,León FC,4,Centrocampista
3,Joaquín Esquivel ,Lobos BUAP,4,Defensa
