Ranking,Jugador,Equipo,Total,Posicion
1,Ibarra,América,392,Centrocampista
2,William Tesillo ,León FC,361,Defensa
3,Edwin Cardona ,Pachuca,351,Centrocampista
4,Luis Montes ,León FC,343,Centrocampista
5,Osvaldo Martínez ,Atlas,338,Centrocampista
6,Bou ,Xolos,300,Delantero
7,Luis Quiñónes ,Tigres,299,Delantero
8,Víctor Malcorra ,Pumas,286,Centrocampista
9,Dorlan Pabón ,Rayados,278,Delantero
10,Luis Rodríguez ,Tigres,275,Centrocampista
11,Brian Lozano ,Santos Laguna,271,Centrocampista
12,Jesus Isijara ,Atlas,258,Delantero
13,Víctor Guzmán ,Pachuca,254,Centrocampista
14,Isaac Brizuela ,Chivas,247,Centrocampista
15,Paul Aguilar ,América,243,Defensa
16,Cristian Calderón ,Necaxa,237,Defensa
16,Edison Flores ,Monarcas,237,Centrocampista
17,Raúl López ,Pachuca,235,Defensa
18,Jesús Gallardo ,Rayados,233,Centrocampista
19,Diego Valdés ,Santos Laguna,232,Centrocampista
