Ranking,Jugador,Equipo,Total,Posicion
1,Jonathan Rodríguez ,Cruz Azul,7,Delantero
1,Gignac ,Tigres,7,Delantero
1,Franco Jara ,Pachuca,7,Delantero
2,Darío Lezcano ,Bravos,5,Delantero
3,Elias Hernández ,Cruz Azul,4,Centrocampista
3,Aldo Rocha ,Monarcas,4,Centrocampista
3,Juan Delgado ,Necaxa,4,Delantero
3,Quiroga ,Necaxa,4,Delantero
4,Jean Meneses ,León FC,3,Centrocampista
4,Juan Ignacio Dinenno ,Pumas,3,Delantero
4,Nicolás Ibáñez ,Atlético San Luis,3,Delantero
4,Diego Rolán ,Bravos,3,Delantero
5,Germán Berterame ,Atlético San Luis,2,Delantero
5,Aristeguieta ,Monarcas,2,Delantero
5,José Macías ,Chivas,2,Delantero
5,Jesús Molina ,Chivas,2,Centrocampista
5,Nicolás Sánchez ,Rayados,2,Defensa
5,Mauricio Cuero ,Atlas,2,Delantero
5,Javier Correa ,Atlas,2,Delantero
5,Daniel Alvarez ,Necaxa,2,Delantero
