Ranking,Jugador,Equipo,Total,Posicion
1,Isaac Brizuela ,Chivas,10,Centrocampista
1,Germán Berterame ,Atlético San Luis,10,Delantero
1,Aristeguieta ,Monarcas,10,Delantero
1,Gerardo Daniel Arteaga Zamora ,Santos Laguna,10,Defensa
1,Jonathan Rodríguez ,Cruz Azul,10,Delantero
1,Israel Jiménez ,Bravos,10,Defensa
1,Sebastian Saucedo ,Pumas,10,Centrocampista
1,Claudio Baeza ,Necaxa,10,Centrocampista
1,Mauro Fernández ,Bravos,10,Delantero
1,Maximiliano Perg ,Puebla,10,Defensa
1,Diego Valdés ,Santos Laguna,10,Centrocampista
1,González Pirez ,Xolos,10,Defensa
1,Jesús Dueñas ,Tigres,10,Centrocampista
1,Paul Aguilar ,América,10,Defensa
1,Barrera ,Pumas,10,Delantero
1,Hiram Mier ,Chivas,10,Defensa
1,Gil Alcalá ,Gallos Blancos,10,Portero
1,Jonathan Orozco ,Santos Laguna,10,Portero
1,Ignacio Rivero ,Xolos,10,Centrocampista
1,Jefferson Intriago ,Bravos,10,Centrocampista
