Ranking,Jugador,Equipo,Total,Posicion
1,Gignac ,Tigres,20,Delantero
2,Dorlan Pabón ,Rayados,9,Delantero
3,Jonathan Rodríguez ,Cruz Azul,8,Delantero
3,Elias Hernández ,Cruz Azul,8,Centrocampista
3,Brian Lozano ,Santos Laguna,8,Centrocampista
4,Isaac Brizuela ,Chivas,7,Centrocampista
4,José Macías ,Chivas,7,Delantero
4,Leonardo Fernández ,Toluca,7,Centrocampista
5,Aristeguieta ,Monarcas,6,Delantero
5,Rogelio Funes Mori ,Rayados,6,Delantero
5,Fabio Álvarez ,Pumas,6,Centrocampista
5,Nahuelpan ,Gallos Blancos,6,Delantero
5,Maximiliano Meza ,Rayados,6,Centrocampista
5,Darío Lezcano ,Bravos,6,Delantero
5,Miguel Layún ,Rayados,6,Defensa
6,Luis Chavez ,Pachuca,5,Centrocampista
6,Barrera ,Pumas,5,Delantero
6,Nicolás Sánchez ,Rayados,5,Defensa
6,Leo Suárez ,América,5,Centrocampista
6,Vincent Janssen ,Rayados,5,Delantero
