Ranking,Jugador,Equipo,Total,Posicion
1,Brian Lozano ,Santos Laguna,153,Centrocampista
2,Fernando Gorriarán ,Santos Laguna,136,Centrocampista
3,Darío Lezcano ,Bravos,134,Delantero
4,Claudio Baeza ,Necaxa,126,Centrocampista
5,Juan Delgado ,Necaxa,124,Delantero
6,Jeison Lucumí ,Gallos Blancos,118,Delantero
7,Richard Sánchez ,América,113,Centrocampista
8,Ángel Mena ,León FC,112,Centrocampista
9,Luis Montes ,León FC,111,Centrocampista
10,Luis Quiñónes ,Tigres,109,Delantero
11,Fabian Castillo ,Gallos Blancos,108,Centrocampista
12,Erick Aguirre ,Pachuca,106,Centrocampista
13,Luciano Acosta ,Atlas,104,Centrocampista
14,Leonardo Fernández ,Toluca,103,Centrocampista
15,Sambueza ,Pachuca,101,Centrocampista
16,Ignacio Rivero ,Xolos,98,Centrocampista
17,Felipe Pardo ,Toluca,97,Delantero
18,Martín Rodríguez ,Monarcas,96,Centrocampista
18,Aboagye ,Gallos Blancos,96,Centrocampista
18,Aldo Rocha ,Monarcas,96,Centrocampista
