Ranking,Jugador,Equipo,Total,Posicion
1,Luis Quiñónes ,Tigres,23,Delantero
1,Erick Aguirre ,Pachuca,23,Centrocampista
2,Luis Romo ,Cruz Azul,22,Defensa
3,Alan Mozo ,Pumas,21,Defensa
4,Vladimir Loroña ,Xolos,20,Defensa
5,Israel Jiménez ,Bravos,18,Defensa
5,Jesús Sánchez ,Chivas,18,Centrocampista
6,Josecarlos Van Rankin ,Santos Laguna,17,Defensa
7,William Tesillo ,León FC,16,Defensa
7,Juan Escobar ,Cruz Azul,16,Defensa
7,Luis Reyes ,Atlético San Luis,16,Defensa
7,Alejandro Mayorga ,Pumas,16,Defensa
8,Gerardo Daniel Arteaga Zamora ,Santos Laguna,15,Defensa
8,Luis Hernández ,Toluca,15,Defensa
8,Adrián Mora ,Toluca,15,Defensa
8,Lorenzo Reyes ,Atlas,15,Centrocampista
8,Guido Pizarro ,Tigres,15,Centrocampista
8,Miguel Ponce ,Chivas,15,Defensa
8,Fernando Gorriarán ,Santos Laguna,15,Centrocampista
8,Luis Rodríguez ,Tigres,15,Centrocampista
