Ranking,Jugador,Equipo,Total,Posicion
1,Jeison Lucumí ,Gallos Blancos,28,Delantero
2,Brian Lozano ,Santos Laguna,25,Centrocampista
3,Fabian Castillo ,Gallos Blancos,22,Centrocampista
4,Martín Rodríguez ,Monarcas,20,Centrocampista
5,Francisco Córdova ,América,18,Centrocampista
6,Roberto Alvarado ,Cruz Azul,17,Centrocampista
6,Felipe Pardo ,Toluca,17,Delantero
7,Anibal Chala ,Toluca,16,Defensa
8,Germán Berterame ,Atlético San Luis,15,Delantero
8,Leonardo Fernández ,Toluca,15,Centrocampista
9,Isaac Brizuela ,Chivas,14,Centrocampista
9,Barrera ,Pumas,14,Delantero
9,Romário Ibarra ,Pachuca,14,Centrocampista
10,Elias Hernández ,Cruz Azul,13,Centrocampista
10,Daniel Alvarez ,Necaxa,13,Delantero
10,Carlos Antuna ,Chivas,13,Delantero
10,Ulises Israel Cardona ,Atlas,13,Delantero
10,Juan Delgado ,Necaxa,13,Delantero
10,Diego Rolán ,Bravos,13,Delantero
11,Alexis Canelo ,Toluca,12,Delantero
