Ranking,Jugador,Equipo,Total,Posicion
1,Leonardo Fernández ,Toluca,11,Centrocampista
2,Brian Lozano ,Santos Laguna,10,Centrocampista
3,Gignac ,Tigres,7,Delantero
4,Luis Chavez ,Pachuca,6,Centrocampista
4,Ignacio Rivero ,Xolos,6,Centrocampista
4,Luis Reyes ,Atlético San Luis,6,Defensa
5,Miguel Layún ,Rayados,5,Defensa
6,Jefferson Intriago ,Bravos,4,Centrocampista
6,Osvaldo Martínez ,Puebla,4,Centrocampista
6,Adrián Aldrete ,Cruz Azul,4,Defensa
7,Diego Valdés ,Santos Laguna,3,Centrocampista
7,Jeison Lucumí ,Gallos Blancos,3,Delantero
7,Yairo Moreno ,León FC,3,Centrocampista
7,Luciano Acosta ,Atlas,3,Centrocampista
7,Daniel Alvarez ,Necaxa,3,Delantero
7,Jairo González ,Necaxa,3,Defensa
7,Miller Bolaños ,Xolos,3,Centrocampista
8,Doria ,Santos Laguna,2,Defensa
8,Claudio Baeza ,Necaxa,2,Centrocampista
8,Sebastián Vegas ,Monarcas,2,Defensa
