Ranking,Jugador,Equipo,Total,Posicion
1,Luciano Acosta ,Atlas,4,Centrocampista
1,Francisco Córdova ,América,4,Centrocampista
2,Diego Valdés ,Santos Laguna,3,Centrocampista
2,Enner Valencia ,Tigres,3,Delantero
2,Ángel Zaldívar ,Puebla,3,Delantero
3,Leonardo Ramos ,León FC,2,Delantero
3,Miguel Sansores ,Monarcas,2,Delantero
3,Anderson Julio Santos ,Atlético San Luis,2,Delantero
3,González Pirez ,Xolos,2,Defensa
3,Paul Aguilar ,América,2,Defensa
3,Mauro Lainez ,Xolos,2,Centrocampista
3,Javier Güemez ,Toluca,2,Centrocampista
3,Jean Meneses ,León FC,2,Centrocampista
3,Salvador Reyes ,Puebla,2,Centrocampista
3,Joaquín Esquivel ,Bravos,2,Defensa
3,Martin Rabuñal ,Bravos,2,Centrocampista
3,Vincent Janssen ,Rayados,2,Delantero
3,Martín Rodríguez ,Monarcas,2,Centrocampista
3,Camilo Sanvezzo ,Xolos,2,Delantero
3,Maximiliano Salas ,Necaxa,2,Delantero
