Ranking,Jugador,Equipo,Total,Posicion
1,Christian Tabó ,Puebla,2,Delantero
1,Martín Rodríguez ,Monarcas,2,Centrocampista
1,Nicolás Ibáñez ,Atlético San Luis,2,Delantero
1,Eduardo Aguirre ,Santos Laguna,2,Delantero
1,Flavio Jesús Santos ,Bravos,2,Centrocampista
2,Germán Berterame ,Atlético San Luis,1,Delantero
2,Lucas Villafañez ,Monarcas,1,Centrocampista
2,Leonardo Ramos ,León FC,1,Delantero
2,Jonathan Rodríguez ,Cruz Azul,1,Delantero
2,Luis Fuentes ,América,1,Defensa
2,Luis Chavez ,Pachuca,1,Centrocampista
2,Bruno Valdez ,América,1,Defensa
2,Ignacio Rivero ,Xolos,1,Centrocampista
2,Rogelio Funes Mori ,Rayados,1,Delantero
2,Alexis Castro ,Xolos,1,Centrocampista
2,Angelo Sagal ,Bravos,1,Delantero
2,Juan Ignacio Dinenno ,Pumas,1,Delantero
2,Luis Hernández ,Toluca,1,Defensa
2,Matías Catalán ,Atlético San Luis,1,Defensa
2,Víctor Velázquez ,Bravos,1,Defensa
