Ranking,Jugador,Equipo,Total,Posicion
1,William Tesillo ,León FC,305,Defensa
2,Aldo Rocha ,Monarcas,279,Centrocampista
3,Oscar Murillo ,Pachuca,265,Defensa
4,Guido Pizarro ,Tigres,262,Centrocampista
5,Cabral ,Pachuca,256,Defensa
6,Ismael Govea ,Atlas,246,Defensa
7,Hugo Ayala ,Tigres,239,Defensa
8,Julián Velázquez ,Gallos Blancos,238,Defensa
9,Sebastián Vegas ,Monarcas,232,Defensa
10,Pedro Aquino ,León FC,222,Centrocampista
11,Nervo ,Atlas,221,Defensa
12,Johan Vásquez ,Pumas,219,Defensa
13,Jorge Hernández ,Pachuca,218,Centrocampista
14,Hiram Mier ,Chivas,216,Defensa
14,Fernando León ,Atlético San Luis,216,Defensa
15,Nicolás Sánchez ,Rayados,212,Defensa
16,Dionicio Escalante ,Atlético San Luis,211,Defensa
17,Guzmán ,Tigres,209,Portero
18,González Pirez ,Xolos,207,Defensa
18,Jesús Dueñas ,Tigres,207,Centrocampista
