Ranking,Jugador,Equipo,Total,Posicion
1,Jaime Gómez ,Gallos Blancos,16,Centrocampista
1,Luis Romo ,Cruz Azul,16,Defensa
2,Ignacio Rivero ,Xolos,15,Centrocampista
3,Marcel Ruiz ,Gallos Blancos,13,Centrocampista
3,Erick Aguirre ,Pachuca,13,Centrocampista
4,Maximiliano Perg ,Puebla,12,Defensa
5,Gerardo Daniel Arteaga Zamora ,Santos Laguna,11,Defensa
5,Stefan Medina ,Rayados,11,Defensa
5,Rafael Baca ,Cruz Azul,11,Centrocampista
5,Jesús Sánchez ,Chivas,11,Centrocampista
6,Luis Montes ,León FC,10,Centrocampista
6,Jesús Molina ,Chivas,10,Centrocampista
6,Christian Rivera ,Xolos,10,Centrocampista
6,Aboagye ,Gallos Blancos,10,Centrocampista
6,Ángel Mena ,León FC,10,Centrocampista
6,Fernando Beltrán ,Chivas,10,Centrocampista
7,Claudio Baeza ,Necaxa,9,Centrocampista
7,Ángel Márquez ,Atlas,9,Centrocampista
7,Jorge Hernández ,Pachuca,9,Centrocampista
7,Guido Pizarro ,Tigres,9,Centrocampista
