Ranking,Jugador,Equipo,Total,Posicion
1,Nicolás Vikonis ,Puebla,118,Portero
2,Ochoa ,América,96,Portero
3,Camilo Vargas ,Atlas,93,Portero
4,Alfredo Saldívar ,Pumas,89,Portero
5,Gil Alcalá ,Gallos Blancos,83,Portero
5,Edmundo Vázquez ,Bravos,83,Portero
6,Jonathan Orozco ,Santos Laguna,76,Portero
7,Carlos Rodriguez ,Atlético San Luis,74,Portero
8,Corona ,Cruz Azul,73,Portero
8,Talavera ,Toluca,73,Portero
9,Lajud ,Xolos,63,Portero
10,Guzmán ,Tigres,54,Portero
11,Toño Rodríguez ,Chivas,52,Portero
12,Hugo González ,Necaxa,51,Portero
13,Aldo Rocha ,Monarcas,50,Centrocampista
14,Jesús Dueñas ,Tigres,48,Centrocampista
15,Jara ,Monarcas,47,Defensa
16,William Tesillo ,León FC,46,Defensa
17,Claudio Baeza ,Necaxa,44,Centrocampista
17,González Pirez ,Xolos,44,Defensa
