Ranking,Jugador,Equipo,Total,Posicion
1,Carlos González ,Pumas,125,Delantero
2,Quiroga ,Necaxa,101,Delantero
3,Julio César ,Santos Laguna,85,Delantero
4,Cabral ,Pachuca,72,Defensa
5,Germán Berterame ,Atlético San Luis,71,Delantero
6,Dionicio Escalante ,Atlético San Luis,70,Defensa
7,Darío Lezcano ,Bravos,65,Delantero
8,Oscar Murillo ,Pachuca,64,Defensa
9,Nahuelpan ,Gallos Blancos,63,Delantero
10,Ángel Zaldívar ,Puebla,62,Delantero
11,Jesús Molina ,Chivas,60,Centrocampista
12,Geraldino ,Atlas,58,Delantero
13,Paul Aguilar ,América,55,Defensa
13,Rogelio Funes Mori ,Rayados,55,Delantero
14,Adrián Mora ,Toluca,53,Defensa
14,Nicolás Ibáñez ,Atlético San Luis,53,Delantero
15,Johan Vásquez ,Pumas,49,Defensa
16,Santiago Giménez ,Cruz Azul,48,Delantero
16,Julio Dominguez ,Cruz Azul,48,Defensa
17,Nicolás Sánchez ,Rayados,47,Defensa
