Ranking,Jugador,Equipo,Total,Posicion
1,Jonathan Rodríguez ,Cruz Azul,19,Delantero
2,Elias Hernández ,Cruz Azul,15,Centrocampista
3,Franco Jara ,Pachuca,14,Delantero
3,Brian Lozano ,Santos Laguna,14,Centrocampista
4,Germán Berterame ,Atlético San Luis,13,Delantero
4,Leonardo Fernández ,Toluca,13,Centrocampista
4,Darío Lezcano ,Bravos,13,Delantero
5,Rogelio Funes Mori ,Rayados,12,Delantero
5,Gignac ,Tigres,12,Delantero
6,Aristeguieta ,Monarcas,11,Delantero
6,Fabio Álvarez ,Pumas,11,Centrocampista
6,Nahuelpan ,Gallos Blancos,11,Delantero
6,Nicolás Ibáñez ,Atlético San Luis,11,Delantero
6,Ángel Mena ,León FC,11,Centrocampista
7,Ángel Zaldívar ,Puebla,10,Delantero
7,Juan Delgado ,Necaxa,10,Delantero
7,Quiroga ,Necaxa,10,Delantero
8,Henry Martin ,América,9,Delantero
8,Fabian Castillo ,Gallos Blancos,9,Centrocampista
9,Jean Meneses ,León FC,8,Centrocampista
