Ranking,Jugador,Equipo,Total,Posicion
1,Nicolás Vikonis ,Puebla,148,Portero
2,Edmundo Vázquez ,Bravos,134,Portero
3,Alfredo Saldívar ,Pumas,123,Portero
4,Corona ,Cruz Azul,103,Portero
5,Toño Rodríguez ,Chivas,101,Portero
6,Camilo Vargas ,Atlas,96,Portero
7,Jonathan Orozco ,Santos Laguna,91,Portero
7,Ochoa ,América,91,Portero
8,Carlos Rodriguez ,Atlético San Luis,73,Portero
9,Gil Alcalá ,Gallos Blancos,72,Portero
10,Lajud ,Xolos,70,Portero
11,Luis Reyes ,Atlético San Luis,64,Defensa
11,Marcelo Barovero ,Rayados,64,Portero
12,Guzmán ,Tigres,57,Portero
13,Talavera ,Toluca,55,Portero
14,Ustari ,Pachuca,48,Portero
15,William Tesillo ,León FC,47,Defensa
16,Adrián Mora ,Toluca,46,Defensa
16,Fernando León ,Atlético San Luis,46,Defensa
17,Nicolás Sánchez ,Rayados,43,Defensa
