Ranking,Jugador,Equipo,Total,Posicion
1,Jeison Lucumí ,Gallos Blancos,69,Delantero
2,Brian Lozano ,Santos Laguna,51,Centrocampista
3,Fabian Castillo ,Gallos Blancos,47,Centrocampista
4,Isaac Brizuela ,Chivas,42,Centrocampista
4,Martín Rodríguez ,Monarcas,42,Centrocampista
4,Felipe Pardo ,Toluca,42,Delantero
5,Luis Montes ,León FC,38,Centrocampista
6,Elias Hernández ,Cruz Azul,35,Centrocampista
6,Sambueza ,Pachuca,35,Centrocampista
7,Roberto Alvarado ,Cruz Azul,34,Centrocampista
8,Claudio Baeza ,Necaxa,32,Centrocampista
9,Luciano Acosta ,Atlas,31,Centrocampista
10,Daniel Alvarez ,Necaxa,30,Delantero
10,Leonardo Fernández ,Toluca,30,Centrocampista
11,Luis Quiñónes ,Tigres,29,Delantero
11,Fernando Beltrán ,Chivas,29,Centrocampista
12,Germán Berterame ,Atlético San Luis,28,Delantero
12,Barrera ,Pumas,28,Delantero
12,Aquino ,Tigres,28,Centrocampista
12,Francisco Córdova ,América,28,Centrocampista
