Ranking,Jugador,Equipo,Total,Posicion
1,Barrera ,Pumas,5,Delantero
1,Roberto Alvarado ,Cruz Azul,5,Centrocampista
2,Jefferson Intriago ,Bravos,4,Centrocampista
3,Luis Montes ,León FC,3,Centrocampista
3,Elias Hernández ,Cruz Azul,3,Centrocampista
3,Richard Sánchez ,América,3,Centrocampista
3,Fabian Castillo ,Gallos Blancos,3,Centrocampista
4,Maximiliano Olivera ,Bravos,2,Defensa
4,Aristeguieta ,Monarcas,2,Delantero
4,Leonardo Ramos ,León FC,2,Delantero
4,Israel Jiménez ,Bravos,2,Defensa
4,Sebastian Saucedo ,Pumas,2,Centrocampista
4,Jeison Lucumí ,Gallos Blancos,2,Delantero
4,Mauro Lainez ,Xolos,2,Centrocampista
4,Jordan Sierra ,Tigres,2,Centrocampista
4,Rafael Baca ,Cruz Azul,2,Centrocampista
4,Betsiel Hernández ,Gallos Blancos,2,Defensa
4,Luis Hernández ,Toluca,2,Defensa
4,Osvaldo Martínez ,Puebla,2,Centrocampista
4,Juan Escobar ,Cruz Azul,2,Defensa
