Ranking,Jugador,Equipo,Total,Posicion
1,Brian Lozano ,Santos Laguna,149,Centrocampista
2,Leonardo Fernández ,Toluca,136,Centrocampista
3,Nicolás Vikonis ,Puebla,131,Portero
4,Luis Reyes ,Atlético San Luis,126,Defensa
5,Sambueza ,Pachuca,124,Centrocampista
6,Edmundo Vázquez ,Bravos,115,Portero
7,Alfredo Saldívar ,Pumas,104,Portero
8,Osvaldo Martínez ,Puebla,99,Centrocampista
9,Fabian Castillo ,Gallos Blancos,98,Centrocampista
10,Luciano Acosta ,Atlas,95,Centrocampista
11,Corona ,Cruz Azul,92,Portero
12,Elias Hernández ,Cruz Azul,88,Centrocampista
13,Stefan Medina ,Rayados,87,Defensa
14,Luis Mendoza ,Monarcas,86,Delantero
14,Camilo Vargas ,Atlas,86,Portero
15,Dorlan Pabón ,Rayados,85,Delantero
16,Jefferson Intriago ,Bravos,84,Centrocampista
16,Toño Rodríguez ,Chivas,84,Portero
17,Miguel Layún ,Rayados,83,Defensa
18,Ignacio Rivero ,Xolos,82,Centrocampista
